At. num,Sp. Name,Ion Charge,El. Name,Binding Energy (a) (eV),Uncertainty (b) (eV)
"94","Pu LXX","+69","Plutonium","673000","4000"
"94","Pu LXXI","+70","Plutonium","666000","4000"
"94","Pu LXXII","+71","Plutonium","657000","4000"
"94","Pu LXXIII","+72","Plutonium","648000","4000"
"94","Pu LXXIV","+73","Plutonium","639000","4000"
"94","Pu LXXV","+74","Plutonium","630000","4000"
"94","Pu LXXVI","+75","Plutonium","620000","3000"
"94","Pu LXXVII","+76","Plutonium","610000","3000"
"94","Pu LXXVIII","+77","Plutonium","600000","3000"
"94","Pu LXXIX","+78","Plutonium","590000","3000"
"94","Pu LXXX","+79","Plutonium","579000","3000"
"94","Pu LXXXI","+80","Plutonium","568300","2500"
"94","Pu LXXXII","+81","Plutonium","556300","2200"
"94","Pu LXXXIII","+82","Plutonium","544000","2100"
"94","Pu LXXXIV","+83","Plutonium","531400","2000"
"94","Pu LXXXV","+84","Plutonium","518500","1700"
"94","Pu LXXXVI","+85","Plutonium","492100","1600"
"94","Pu LXXXVII","+86","Plutonium","465200","1400"
"94","Pu LXXXVIII","+87","Plutonium","437800","1100"
"94","Pu LXXXIX","+88","Plutonium","409900","900"
"94","Pu XC","+89","Plutonium","377200","600"
"94","Pu XCI","+90","Plutonium","343700","300"
"94","Pu XCII","+91","Plutonium","309571","4"
"94","Pu XCIII","+92","Plutonium","274945","4"
"94","Pu XCIV","+93","Plutonium","138640.2","2.5"
"95","Am I","0","Americium","827000","5000"
"95","Am II","+1","Americium","827000","5000"
"95","Am III","+2","Americium","827000","5000"
"95","Am IV","+3","Americium","827000","5000"
"95","Am V","+4","Americium","827000","5000"
"95","Am VI","+5","Americium","827000","5000"
"95","Am VII","+6","Americium","827000","5000"
"95","Am VIII","+7","Americium","827000","5000"
"95","Am IX","+8","Americium","827000","5000"
"95","Am X","+9","Americium","827000","5000"
"95","Am XI","+10","Americium","827000","5000"
"95","Am XII","+11","Americium","826000","5000"
"95","Am XIII","+12","Americium","826000","5000"
"95","Am XIV","+13","Americium","826000","5000"
"95","Am XV","+14","Americium","826000","5000"
"95","Am XVI","+15","Americium","826000","5000"
"95","Am XVII","+16","Americium","826000","5000"
"95","Am XVIII","+17","Americium","824000","5000"
"95","Am XIX","+18","Americium","824000","5000"
"95","Am XX","+19","Americium","824000","5000"
"95","Am XXI","+20","Americium","823000","5000"
"95","Am XXII","+21","Americium","823000","5000"
"95","Am XXIII","+22","Americium","822000","5000"
"95","Am XXIV","+23","Americium","822000","5000"
"95","Am XXV","+24","Americium","821000","5000"
"95","Am XXVI","+25","Americium","821000","5000"
"95","Am XXVII","+26","Americium","820000","5000"
"95","Am XXVIII","+27","Americium","820000","5000"
"95","Am XXIX","+28","Americium","818000","5000"
"95","Am XXX","+29","Americium","817000","5000"
"95","Am XXXI","+30","Americium","817000","5000"
"95","Am XXXII","+31","Americium","816000","4000"
"95","Am XXXIII","+32","Americium","815000","4000"
"95","Am XXXIV","+33","Americium","813000","4000"
"95","Am XXXV","+34","Americium","812000","4000"
"95","Am XXXVI","+35","Americium","811000","4000"
"95","Am XXXVII","+36","Americium","810000","4000"
"95","Am XXXVIII","+37","Americium","808000","4000"
"95","Am XXXIX","+38","Americium","806000","4000"
"95","Am XL","+39","Americium","805000","4000"
"95","Am XLI","+40","Americium","803000","4000"
"95","Am XLII","+41","Americium","801000","4000"
"95","Am XLIII","+42","Americium","800000","4000"
"95","Am XLIV","+43","Americium","797000","4000"
"95","Am XLV","+44","Americium","795000","4000"
"95","Am XLVI","+45","Americium","793000","4000"
"95","Am XLVII","+46","Americium","791000","4000"
"95","Am XLVIII","+47","Americium","789000","4000"
"95","Am XLIX","+48","Americium","786000","4000"
"95","Am L","+49","Americium","784000","4000"
"95","Am LI","+50","Americium","781000","4000"
"95","Am LII","+51","Americium","777000","4000"
"95","Am LIII","+52","Americium","775000","4000"
"95","Am LIV","+53","Americium","771000","4000"
"95","Am LV","+54","Americium","769000","4000"
"95","Am LVI","+55","Americium","765000","4000"
"95","Am LVII","+56","Americium","761000","4000"
"95","Am LVIII","+57","Americium","759000","4000"
"95","Am LIX","+58","Americium","755000","4000"
"95","Am LX","+59","Americium","751000","4000"
"95","Am LXI","+60","Americium","748000","4000"
"95","Am LXII","+61","Americium","743000","4000"
"95","Am LXIII","+62","Americium","739000","4000"
"95","Am LXIV","+63","Americium","735000","4000"
"95","Am LXV","+64","Americium","730000","4000"
"95","Am LXVI","+65","Americium","725000","4000"
"95","Am LXVII","+66","Americium","720000","4000"
"95","Am LXVIII","+67","Americium","715000","4000"
"95","Am LXIX","+68","Americium","708000","4000"
"95","Am LXX","+69","Americium","699000","4000"
"95","Am LXXI","+70","Americium","691000","4000"
"95","Am LXXII","+71","Americium","682000","4000"
"95","Am LXXIII","+72","Americium","673000","4000"
"95","Am LXXIV","+73","Americium","665000","4000"
"95","Am LXXV","+74","Americium","655000","4000"
"95","Am LXXVI","+75","Americium","646000","4000"
"95","Am LXXVII","+76","Americium","636000","4000"
"95","Am LXXVIII","+77","Americium","626000","4000"
"95","Am LXXIX","+78","Americium","615000","3000"
"95","Am LXXX","+79","Americium","605000","3000"
"95","Am LXXXI","+80","Americium","594000","3000"
"95","Am LXXXII","+81","Americium","583000","3000"
"95","Am LXXXIII","+82","Americium","570500","2500"
"95","Am LXXXIV","+83","Americium","557900","2200"
"95","Am LXXXV","+84","Americium","544900","2100"
"95","Am LXXXVI","+85","Americium","531600","1900"
"95","Am LXXXVII","+86","Americium","504600","1600"
"95","Am LXXXVIII","+87","Americium","477000","1400"
"95","Am LXXXIX","+88","Americium","448900","1100"
"95","Am XC","+89","Americium","420600","900"
"95","Am XCI","+90","Americium","386800","600"
"95","Am XCII","+91","Americium","352500","400"
"95","Am XCIII","+92","Americium","317472.3","1.4"
"95","Am XCIV","+93","Americium","281923.0","1.1"
"95","Am XCV","+94","Americium","142153.5","0.9"
"96","Cm I","0","Curium","851000","5000"
"96","Cm II","+1","Curium","851000","5000"
"96","Cm III","+2","Curium","851000","5000"
"96","Cm IV","+3","Curium","849000","5000"
"96","Cm V","+4","Curium","849000","5000"
"96","Cm VI","+5","Curium","849000","5000"
"96","Cm VII","+6","Curium","849000","5000"
"96","Cm VIII","+7","Curium","849000","5000"
"96","Cm IX","+8","Curium","849000","5000"
"96","Cm X","+9","Curium","849000","5000"
"96","Cm XI","+10","Curium","849000","5000"
"96","Cm XII","+11","Curium","849000","5000"
"96","Cm XIII","+12","Curium","849000","5000"
"96","Cm XIV","+13","Curium","849000","5000"
"96","Cm XV","+14","Curium","848000","5000"
"96","Cm XVI","+15","Curium","848000","5000"
"96","Cm XVII","+16","Curium","848000","5000"
"96","Cm XVIII","+17","Curium","848000","5000"
"96","Cm XIX","+18","Curium","847000","5000"
"96","Cm XX","+19","Curium","847000","5000"
"96","Cm XXI","+20","Curium","847000","5000"
"96","Cm XXII","+21","Curium","846000","5000"
"96","Cm XXIII","+22","Curium","846000","5000"
"96","Cm XXIV","+23","Curium","844000","5000"
"96","Cm XXV","+24","Curium","844000","5000"
"96","Cm XXVI","+25","Curium","843000","5000"
"96","Cm XXVII","+26","Curium","843000","5000"
"96","Cm XXVIII","+27","Curium","842000","5000"
"96","Cm XXIX","+28","Curium","842000","5000"
"96","Cm XXX","+29","Curium","841000","5000"
"96","Cm XXXI","+30","Curium","839000","5000"
"96","Cm XXXII","+31","Curium","838000","5000"
"96","Cm XXXIII","+32","Curium","837000","5000"
"96","Cm XXXIV","+33","Curium","836000","5000"
"96","Cm XXXV","+34","Curium","836000","5000"
"96","Cm XXXVI","+35","Curium","833000","5000"
"96","Cm XXXVII","+36","Curium","832000","5000"
"96","Cm XXXVIII","+37","Curium","831000","5000"
"96","Cm XXXIX","+38","Curium","829000","5000"
"96","Cm XL","+39","Curium","828000","5000"
"96","Cm XLI","+40","Curium","826000","5000"
"96","Cm XLII","+41","Curium","824000","5000"
"96","Cm XLIII","+42","Curium","822000","5000"
"96","Cm XLIV","+43","Curium","821000","5000"
"96","Cm XLV","+44","Curium","818000","5000"
"96","Cm XLVI","+45","Curium","816000","5000"
"96","Cm XLVII","+46","Curium","813000","5000"
"96","Cm XLVIII","+47","Curium","812000","5000"
"96","Cm XLIX","+48","Curium","810000","5000"
"96","Cm L","+49","Curium","807000","5000"
"96","Cm LI","+50","Curium","805000","5000"
"96","Cm LII","+51","Curium","801000","5000"
"96","Cm LIII","+52","Curium","798000","5000"
"96","Cm LIV","+53","Curium","795000","5000"
"96","Cm LV","+54","Curium","792000","5000"
"96","Cm LVI","+55","Curium","789000","5000"
"96","Cm LVII","+56","Curium","785000","5000"
"96","Cm LVIII","+57","Curium","781000","5000"
"96","Cm LIX","+58","Curium","777000","5000"
"96","Cm LX","+59","Curium","774000","5000"
"96","Cm LXI","+60","Curium","770000","5000"
"96","Cm LXII","+61","Curium","766000","4000"
"96","Cm LXIII","+62","Curium","763000","4000"
"96","Cm LXIV","+63","Curium","758000","4000"
"96","Cm LXV","+64","Curium","754000","4000"
"96","Cm LXVI","+65","Curium","749000","4000"
"96","Cm LXVII","+66","Curium","744000","4000"
"96","Cm LXVIII","+67","Curium","739000","4000"
"96","Cm LXIX","+68","Curium","734000","4000"
"96","Cm LXX","+69","Curium","725000","4000"
"96","Cm LXXI","+70","Curium","717000","4000"
"96","Cm LXXII","+71","Curium","708000","4000"
"96","Cm LXXIII","+72","Curium","699000","4000"
"96","Cm LXXIV","+73","Curium","691000","4000"
"96","Cm LXXV","+74","Curium","682000","4000"
"96","Cm LXXVI","+75","Curium","672000","4000"
"96","Cm LXXVII","+76","Curium","662000","4000"
"96","Cm LXXVIII","+77","Curium","652000","4000"
"96","Cm LXXIX","+78","Curium","642000","4000"
"96","Cm LXXX","+79","Curium","631000","4000"
"96","Cm LXXXI","+80","Curium","620000","4000"
"96","Cm LXXXII","+81","Curium","609000","3000"
"96","Cm LXXXIII","+82","Curium","598000","3000"
"96","Cm LXXXIV","+83","Curium","585000","3000"
"96","Cm LXXXV","+84","Curium","571900","2500"
"96","Cm LXXXVI","+85","Curium","558700","2200"
"96","Cm LXXXVII","+86","Curium","545000","2000"
"96","Cm LXXXVIII","+87","Curium","517400","1700"
"96","Cm LXXXIX","+88","Curium","489100","1500"
"96","Cm XC","+89","Curium","460500","1200"
"96","Cm XCI","+90","Curium","431300","1000"
"96","Cm XCII","+91","Curium","396700","700"
"96","Cm XCIII","+92","Curium","361500","400"
"96","Cm XCIV","+93","Curium","325544","5"
"96","Cm XCV","+94","Curium","289051","5"
"96","Cm XCVI","+95","Curium","145740.1","1.6"
"97","Bk I","0","Berkelium","873000","5000"
"97","Bk II","+1","Berkelium","873000","5000"
"97","Bk III","+2","Berkelium","873000","5000"
"97","Bk IV","+3","Berkelium","873000","5000"
"97","Bk V","+4","Berkelium","873000","5000"
"97","Bk VI","+5","Berkelium","873000","5000"
"97","Bk VII","+6","Berkelium","873000","5000"
"97","Bk VIII","+7","Berkelium","873000","5000"
"97","Bk IX","+8","Berkelium","873000","5000"
"97","Bk X","+9","Berkelium","873000","5000"
"97","Bk XI","+10","Berkelium","873000","5000"
"97","Bk XII","+11","Berkelium","873000","5000"
"97","Bk XIII","+12","Berkelium","872000","5000"
"97","Bk XIV","+13","Berkelium","872000","5000"
"97","Bk XV","+14","Berkelium","872000","5000"
"97","Bk XVI","+15","Berkelium","872000","5000"
"97","Bk XVII","+16","Berkelium","872000","5000"
"97","Bk XVIII","+17","Berkelium","870000","5000"
"97","Bk XIX","+18","Berkelium","870000","5000"
"97","Bk XX","+19","Berkelium","870000","5000"
"97","Bk XXI","+20","Berkelium","869000","5000"
"97","Bk XXII","+21","Berkelium","869000","5000"
"97","Bk XXIII","+22","Berkelium","868000","5000"
"97","Bk XXIV","+23","Berkelium","868000","5000"
"97","Bk XXV","+24","Berkelium","868000","5000"
"97","Bk XXVI","+25","Berkelium","867000","5000"
"97","Bk XXVII","+26","Berkelium","865000","5000"
"97","Bk XXVIII","+27","Berkelium","865000","5000"
"97","Bk XXIX","+28","Berkelium","864000","5000"
"97","Bk XXX","+29","Berkelium","864000","5000"
"97","Bk XXXI","+30","Berkelium","863000","5000"
"97","Bk XXXII","+31","Berkelium","862000","5000"
"97","Bk XXXIII","+32","Berkelium","860000","5000"
"97","Bk XXXIV","+33","Berkelium","859000","5000"
"97","Bk XXXV","+34","Berkelium","858000","5000"
"97","Bk XXXVI","+35","Berkelium","857000","5000"
"97","Bk XXXVII","+36","Berkelium","855000","5000"
"97","Bk XXXVIII","+37","Berkelium","854000","5000"
"97","Bk XXXIX","+38","Berkelium","853000","5000"
"97","Bk XL","+39","Berkelium","852000","5000"
"97","Bk XLI","+40","Berkelium","849000","5000"
"97","Bk XLII","+41","Berkelium","848000","5000"
"97","Bk XLIII","+42","Berkelium","846000","5000"
"97","Bk XLIV","+43","Berkelium","844000","5000"
"97","Bk XLV","+44","Berkelium","842000","5000"
"97","Bk XLVI","+45","Berkelium","839000","5000"
"97","Bk XLVII","+46","Berkelium","837000","5000"
"97","Bk XLVIII","+47","Berkelium","834000","5000"
"97","Bk XLIX","+48","Berkelium","833000","5000"
"97","Bk L","+49","Berkelium","831000","5000"
"97","Bk LI","+50","Berkelium","827000","5000"
"97","Bk LII","+51","Berkelium","824000","5000"
"97","Bk LIII","+52","Berkelium","822000","5000"
"97","Bk LIV","+53","Berkelium","818000","5000"
"97","Bk LV","+54","Berkelium","816000","5000"
"97","Bk LVI","+55","Berkelium","812000","5000"
"97","Bk LVII","+56","Berkelium","808000","5000"
"97","Bk LVIII","+57","Berkelium","805000","5000"
"97","Bk LIX","+58","Berkelium","802000","5000"
"97","Bk LX","+59","Berkelium","798000","5000"
"97","Bk LXI","+60","Berkelium","793000","5000"
"97","Bk LXII","+61","Berkelium","790000","5000"
"97","Bk LXIII","+62","Berkelium","786000","5000"
"97","Bk LXIV","+63","Berkelium","782000","5000"
"97","Bk LXV","+64","Berkelium","777000","5000"
"97","Bk LXVI","+65","Berkelium","772000","5000"
"97","Bk LXVII","+66","Berkelium","767000","5000"
"97","Bk LXVIII","+67","Berkelium","763000","5000"
"97","Bk LXIX","+68","Berkelium","758000","5000"
"97","Bk LXX","+69","Berkelium","753000","5000"
"97","Bk LXXI","+70","Berkelium","744000","5000"
"97","Bk LXXII","+71","Berkelium","735000","5000"
"97","Bk LXXIII","+72","Berkelium","727000","4000"
"97","Bk LXXIV","+73","Berkelium","717000","4000"
"97","Bk LXXV","+74","Berkelium","708000","4000"
"97","Bk LXXVI","+75","Berkelium","698000","4000"
"97","Bk LXXVII","+76","Berkelium","688000","4000"
"97","Bk LXXVIII","+77","Berkelium","678000","4000"
"97","Bk LXXIX","+78","Berkelium","668000","4000"
"97","Bk LXXX","+79","Berkelium","658000","4000"
"97","Bk LXXXI","+80","Berkelium","647000","4000"
"97","Bk LXXXII","+81","Berkelium","636000","4000"
"97","Bk LXXXIII","+82","Berkelium","625000","4000"
"97","Bk LXXXIV","+83","Berkelium","613000","3000"
"97","Bk LXXXV","+84","Berkelium","600000","3000"
"97","Bk LXXXVI","+85","Berkelium","586000","3000"
"97","Bk LXXXVII","+86","Berkelium","572700","2400"
"97","Bk LXXXVIII","+87","Berkelium","558700","2100"
"97","Bk LXXXIX","+88","Berkelium","530400","1900"
"97","Bk XC","+89","Berkelium","501500","1600"
"97","Bk XCI","+90","Berkelium","472100","1400"
"97","Bk XCII","+91","Berkelium","442400","1100"
"97","Bk XCIII","+92","Berkelium","406900","700"
"97","Bk XCIV","+93","Berkelium","370700","400"
"97","Bk XCV","+94","Berkelium","333773","6"
"97","Bk XCVI","+95","Berkelium","296315","6"
"97","Bk XCVII","+96","Berkelium","149398","5"
"98","Cf I","0","Californium","896000","6000"
"98","Cf II","+1","Californium","896000","6000"
"98","Cf III","+2","Californium","896000","6000"
"98","Cf IV","+3","Californium","896000","6000"
"98","Cf V","+4","Californium","896000","6000"
"98","Cf VI","+5","Californium","896000","6000"
"98","Cf VII","+6","Californium","896000","6000"
"98","Cf VIII","+7","Californium","896000","6000"
"98","Cf IX","+8","Californium","896000","6000"
"98","Cf X","+9","Californium","896000","6000"
"98","Cf XI","+10","Californium","896000","6000"
"98","Cf XII","+11","Californium","896000","6000"
"98","Cf XIII","+12","Californium","895000","6000"
"98","Cf XIV","+13","Californium","895000","6000"
"98","Cf XV","+14","Californium","895000","5000"
"98","Cf XVI","+15","Californium","895000","5000"
"98","Cf XVII","+16","Californium","895000","5000"
"98","Cf XVIII","+17","Californium","894000","5000"
"98","Cf XIX","+18","Californium","894000","5000"
"98","Cf XX","+19","Californium","894000","5000"
"98","Cf XXI","+20","Californium","893000","5000"
"98","Cf XXII","+21","Californium","893000","5000"
"98","Cf XXIII","+22","Californium","893000","5000"
"98","Cf XXIV","+23","Californium","891000","5000"
"98","Cf XXV","+24","Californium","891000","5000"
"98","Cf XXVI","+25","Californium","890000","5000"
"98","Cf XXVII","+26","Californium","889000","5000"
"98","Cf XXVIII","+27","Californium","889000","5000"
"98","Cf XXIX","+28","Californium","888000","5000"
"98","Cf XXX","+29","Californium","888000","5000"
"98","Cf XXXI","+30","Californium","886000","5000"
"98","Cf XXXII","+31","Californium","885000","5000"
"98","Cf XXXIII","+32","Californium","884000","5000"
"98","Cf XXXIV","+33","Californium","883000","5000"
"98","Cf XXXV","+34","Californium","882000","5000"
"98","Cf XXXVI","+35","Californium","880000","5000"
"98","Cf XXXVII","+36","Californium","879000","5000"
"98","Cf XXXVIII","+37","Californium","878000","5000"
"98","Cf XXXIX","+38","Californium","877000","5000"
"98","Cf XL","+39","Californium","875000","5000"
"98","Cf XLI","+40","Californium","873000","5000"
"98","Cf XLII","+41","Californium","872000","5000"
"98","Cf XLIII","+42","Californium","869000","5000"
"98","Cf XLIV","+43","Californium","868000","5000"
"98","Cf XLV","+44","Californium","865000","5000"
"98","Cf XLVI","+45","Californium","863000","5000"
"98","Cf XLVII","+46","Californium","862000","5000"
"98","Cf XLVIII","+47","Californium","859000","5000"
"98","Cf XLIX","+48","Californium","857000","5000"
"98","Cf L","+49","Californium","854000","5000"
"98","Cf LI","+50","Californium","852000","5000"
"98","Cf LII","+51","Californium","849000","5000"
"98","Cf LIII","+52","Californium","846000","5000"
"98","Cf LIV","+53","Californium","843000","5000"
"98","Cf LV","+54","Californium","839000","5000"
"98","Cf LVI","+55","Californium","837000","5000"
"98","Cf LVII","+56","Californium","833000","5000"
"98","Cf LVIII","+57","Californium","829000","5000"
"98","Cf LIX","+58","Californium","826000","5000"
"98","Cf LX","+59","Californium","822000","5000"
"98","Cf LXI","+60","Californium","818000","5000"
"98","Cf LXII","+61","Californium","815000","5000"
"98","Cf LXIII","+62","Californium","811000","5000"
"98","Cf LXIV","+63","Californium","806000","5000"
"98","Cf LXV","+64","Californium","801000","5000"
"98","Cf LXVI","+65","Californium","797000","5000"
"98","Cf LXVII","+66","Californium","792000","5000"
"98","Cf LXVIII","+67","Californium","787000","5000"
"98","Cf LXIX","+68","Californium","782000","5000"
"98","Cf LXX","+69","Californium","777000","5000"
"98","Cf LXXI","+70","Californium","771000","5000"
"98","Cf LXXII","+71","Californium","763000","5000"
"98","Cf LXXIII","+72","Californium","754000","5000"
"98","Cf LXXIV","+73","Californium","744000","5000"
"98","Cf LXXV","+74","Californium","735000","5000"
"98","Cf LXXVI","+75","Californium","725000","5000"
"98","Cf LXXVII","+76","Californium","717000","5000"
"98","Cf LXXVIII","+77","Californium","705000","4000"
"98","Cf LXXIX","+78","Californium","696000","4000"
"98","Cf LXXX","+79","Californium","686000","4000"
"98","Cf LXXXI","+80","Californium","674000","4000"
"98","Cf LXXXII","+81","Californium","663000","4000"
"98","Cf LXXXIII","+82","Californium","652000","4000"
"98","Cf LXXXIV","+83","Californium","640000","4000"
"98","Cf LXXXV","+84","Californium","629000","4000"
"98","Cf LXXXVI","+85","Californium","615000","3000"
"98","Cf LXXXVII","+86","Californium","601000","3000"
"98","Cf LXXXVIII","+87","Californium","586900","2500"
"98","Cf LXXXIX","+88","Californium","572700","2200"
"98","Cf XC","+89","Californium","543500","2000"
"98","Cf XCI","+90","Californium","514200","1700"
"98","Cf XCII","+91","Californium","484200","1500"
"98","Cf XCIII","+92","Californium","453700","1100"
"98","Cf XCIV","+93","Californium","417200","700"
"98","Cf XCV","+94","Californium","380100","400"
"98","Cf XCVI","+95","Californium","342160","7"
"98","Cf XCVII","+96","Californium","303717","7"
"98","Cf XCVIII","+97","Californium","153124","5"
"99","Es I","0","Einsteinium","921000","6000"
"99","Es II","+1","Einsteinium","921000","6000"
"99","Es III","+2","Einsteinium","921000","6000"
"99","Es IV","+3","Einsteinium","921000","6000"
"99","Es V","+4","Einsteinium","921000","6000"
"99","Es VI","+5","Einsteinium","921000","6000"
"99","Es VII","+6","Einsteinium","921000","6000"
"99","Es VIII","+7","Einsteinium","920000","6000"
"99","Es IX","+8","Einsteinium","920000","6000"
"99","Es X","+9","Einsteinium","920000","6000"
"99","Es XI","+10","Einsteinium","920000","6000"
"99","Es XII","+11","Einsteinium","920000","6000"
"99","Es XIII","+12","Einsteinium","920000","6000"
"99","Es XIV","+13","Einsteinium","920000","6000"
"99","Es XV","+14","Einsteinium","919000","6000"
"99","Es XVI","+15","Einsteinium","919000","6000"
"99","Es XVII","+16","Einsteinium","919000","6000"
"99","Es XVIII","+17","Einsteinium","919000","6000"
"99","Es XIX","+18","Einsteinium","917000","6000"
"99","Es XX","+19","Einsteinium","917000","6000"
"99","Es XXI","+20","Einsteinium","917000","6000"
"99","Es XXII","+21","Einsteinium","916000","6000"
"99","Es XXIII","+22","Einsteinium","916000","6000"
"99","Es XXIV","+23","Einsteinium","916000","6000"
"99","Es XXV","+24","Einsteinium","915000","6000"
"99","Es XXVI","+25","Einsteinium","914000","6000"
"99","Es XXVII","+26","Einsteinium","914000","6000"
"99","Es XXVIII","+27","Einsteinium","913000","6000"
"99","Es XXIX","+28","Einsteinium","913000","6000"
"99","Es XXX","+29","Einsteinium","911000","6000"
"99","Es XXXI","+30","Einsteinium","910000","6000"
"99","Es XXXII","+31","Einsteinium","910000","6000"
"99","Es XXXIII","+32","Einsteinium","909000","6000"
"99","Es XXXIV","+33","Einsteinium","908000","6000"
"99","Es XXXV","+34","Einsteinium","906000","6000"
"99","Es XXXVI","+35","Einsteinium","905000","6000"
"99","Es XXXVII","+36","Einsteinium","904000","6000"
"99","Es XXXVIII","+37","Einsteinium","903000","6000"
"99","Es XXXIX","+38","Einsteinium","901000","6000"
"99","Es XL","+39","Einsteinium","899000","6000"
"99","Es XLI","+40","Einsteinium","898000","6000"
"99","Es XLII","+41","Einsteinium","896000","6000"
"99","Es XLIII","+42","Einsteinium","894000","6000"
"99","Es XLIV","+43","Einsteinium","893000","6000"
"99","Es XLV","+44","Einsteinium","890000","6000"
"99","Es XLVI","+45","Einsteinium","888000","6000"
"99","Es XLVII","+46","Einsteinium","885000","5000"
"99","Es XLVIII","+47","Einsteinium","884000","5000"
"99","Es XLIX","+48","Einsteinium","882000","5000"
"99","Es L","+49","Einsteinium","879000","5000"
"99","Es LI","+50","Einsteinium","875000","5000"
"99","Es LII","+51","Einsteinium","873000","5000"
"99","Es LIII","+52","Einsteinium","870000","5000"
"99","Es LIV","+53","Einsteinium","868000","5000"
"99","Es LV","+54","Einsteinium","864000","5000"
"99","Es LVI","+55","Einsteinium","860000","5000"
"99","Es LVII","+56","Einsteinium","858000","5000"
"99","Es LVIII","+57","Einsteinium","854000","5000"
"99","Es LIX","+58","Einsteinium","851000","5000"
"99","Es LX","+59","Einsteinium","847000","5000"
"99","Es LXI","+60","Einsteinium","843000","5000"
"99","Es LXII","+61","Einsteinium","839000","5000"
"99","Es LXIII","+62","Einsteinium","834000","5000"
"99","Es LXIV","+63","Einsteinium","831000","5000"
"99","Es LXV","+64","Einsteinium","826000","5000"
"99","Es LXVI","+65","Einsteinium","822000","5000"
"99","Es LXVII","+66","Einsteinium","817000","5000"
"99","Es LXVIII","+67","Einsteinium","812000","5000"
"99","Es LXIX","+68","Einsteinium","807000","5000"
"99","Es LXX","+69","Einsteinium","802000","5000"
"99","Es LXXI","+70","Einsteinium","796000","5000"
"99","Es LXXII","+71","Einsteinium","791000","5000"
"99","Es LXXIII","+72","Einsteinium","781000","5000"
"99","Es LXXIV","+73","Einsteinium","772000","5000"
"99","Es LXXV","+74","Einsteinium","763000","5000"
"99","Es LXXVI","+75","Einsteinium","754000","5000"
"99","Es LXXVII","+76","Einsteinium","744000","5000"
"99","Es LXXVIII","+77","Einsteinium","734000","5000"
"99","Es LXXIX","+78","Einsteinium","724000","5000"
"99","Es LXXX","+79","Einsteinium","713000","5000"
"99","Es LXXXI","+80","Einsteinium","702000","4000"
"99","Es LXXXII","+81","Einsteinium","691000","4000"
"99","Es LXXXIII","+82","Einsteinium","679000","4000"
"99","Es LXXXIV","+83","Einsteinium","668000","4000"
"99","Es LXXXV","+84","Einsteinium","656000","4000"
"99","Es LXXXVI","+85","Einsteinium","643000","4000"
"99","Es LXXXVII","+86","Einsteinium","630000","4000"
"99","Es LXXXVIII","+87","Einsteinium","616000","3000"
"99","Es LXXXIX","+88","Einsteinium","601000","3000"
"99","Es XC","+89","Einsteinium","586800","2400"
"99","Es XCI","+90","Einsteinium","557100","2100"
"99","Es XCII","+91","Einsteinium","526900","1900"
"99","Es XCIII","+92","Einsteinium","496300","1500"
"99","Es XCIV","+93","Einsteinium","465200","1100"
"99","Es XCV","+94","Einsteinium","427700","700"
"99","Es XCVI","+95","Einsteinium","389700","400"
"99","Es XCVII","+96","Einsteinium","350722","9"
"99","Es XCVIII","+97","Einsteinium","311271","9"
"99","Es XCIX","+98","Einsteinium","156927","6"
"100","Fm I","0","Fermium","946000","6000"
"100","Fm II","+1","Fermium","946000","6000"
"100","Fm III","+2","Fermium","946000","6000"
"100","Fm IV","+3","Fermium","946000","6000"
"100","Fm V","+4","Fermium","946000","6000"
"100","Fm VI","+5","Fermium","945000","6000"
"100","Fm VII","+6","Fermium","945000","6000"
"100","Fm VIII","+7","Fermium","945000","6000"
"100","Fm IX","+8","Fermium","945000","6000"
"100","Fm X","+9","Fermium","945000","6000"
"100","Fm XI","+10","Fermium","945000","6000"
"100","Fm XII","+11","Fermium","945000","6000"
"100","Fm XIII","+12","Fermium","945000","6000"
"100","Fm XIV","+13","Fermium","944000","6000"
"100","Fm XV","+14","Fermium","944000","6000"
"100","Fm XVI","+15","Fermium","944000","6000"
"100","Fm XVII","+16","Fermium","944000","6000"
"100","Fm XVIII","+17","Fermium","944000","6000"
"100","Fm XIX","+18","Fermium","942000","6000"
"100","Fm XX","+19","Fermium","942000","6000"
"100","Fm XXI","+20","Fermium","942000","6000"
"100","Fm XXII","+21","Fermium","941000","6000"
"100","Fm XXIII","+22","Fermium","941000","6000"
"100","Fm XXIV","+23","Fermium","940000","6000"
"100","Fm XXV","+24","Fermium","940000","6000"
"100","Fm XXVI","+25","Fermium","939000","6000"
"100","Fm XXVII","+26","Fermium","939000","6000"
"100","Fm XXVIII","+27","Fermium","937000","6000"
"100","Fm XXIX","+28","Fermium","937000","6000"
"100","Fm XXX","+29","Fermium","936000","6000"
"100","Fm XXXI","+30","Fermium","935000","6000"
"100","Fm XXXII","+31","Fermium","934000","6000"
"100","Fm XXXIII","+32","Fermium","934000","6000"
"100","Fm XXXIV","+33","Fermium","932000","6000"
"100","Fm XXXV","+34","Fermium","931000","6000"
"100","Fm XXXVI","+35","Fermium","930000","6000"
"100","Fm XXXVII","+36","Fermium","929000","6000"
"100","Fm XXXVIII","+37","Fermium","927000","6000"
"100","Fm XXXIX","+38","Fermium","926000","6000"
"100","Fm XL","+39","Fermium","924000","6000"
"100","Fm XLI","+40","Fermium","922000","6000"
