At. num,Sp. Name,Ion Charge,El. Name,Binding Energy (a) (eV),Uncertainty (b) (eV)
"54","Xe XLVIII","+47","Xenon","127559","15"
"54","Xe XLIX","+48","Xenon","119177","11"
"54","Xe L","+49","Xenon","110206","7"
"54","Xe LI","+50","Xenon","100963","4"
"54","Xe LII","+51","Xenon","91382.00","0.05"
"54","Xe LIII","+52","Xenon","81571.62","0.04"
"54","Xe LIV","+53","Xenon","41299.892","0.019"
"55","Cs I","0","Cesium","211630","160"
"55","Cs II","+1","Cesium","211630","160"
"55","Cs III","+2","Cesium","211600","160"
"55","Cs IV","+3","Cesium","211570","160"
"55","Cs V","+4","Cesium","211530","150"
"55","Cs VI","+5","Cesium","211470","150"
"55","Cs VII","+6","Cesium","211410","150"
"55","Cs VIII","+7","Cesium","211320","150"
"55","Cs IX","+8","Cesium","211210","150"
"55","Cs X","+9","Cesium","211080","150"
"55","Cs XI","+10","Cesium","210870","150"
"55","Cs XII","+11","Cesium","210640","150"
"55","Cs XIII","+12","Cesium","210380","150"
"55","Cs XIV","+13","Cesium","210080","140"
"55","Cs XV","+14","Cesium","209770","140"
"55","Cs XVI","+15","Cesium","209420","140"
"55","Cs XVII","+16","Cesium","209040","140"
"55","Cs XVIII","+17","Cesium","208620","120"
"55","Cs XIX","+18","Cesium","208180","120"
"55","Cs XX","+19","Cesium","207700","120"
"55","Cs XXI","+20","Cesium","207100","120"
"55","Cs XXII","+21","Cesium","206470","110"
"55","Cs XXIII","+22","Cesium","205810","110"
"55","Cs XXIV","+23","Cesium","205110","110"
"55","Cs XXV","+24","Cesium","204350","110"
"55","Cs XXVI","+25","Cesium","203570","100"
"55","Cs XXVII","+26","Cesium","202690","100"
"55","Cs XXVIII","+27","Cesium","201770","100"
"55","Cs XXIX","+28","Cesium","200180","100"
"55","Cs XXX","+29","Cesium","198510","90"
"55","Cs XXXI","+30","Cesium","196750","90"
"55","Cs XXXII","+31","Cesium","194900","90"
"55","Cs XXXIII","+32","Cesium","192970","70"
"55","Cs XXXIV","+33","Cesium","190940","70"
"55","Cs XXXV","+34","Cesium","188800","70"
"55","Cs XXXVI","+35","Cesium","186570","60"
"55","Cs XXXVII","+36","Cesium","184240","60"
"55","Cs XXXVIII","+37","Cesium","181820","60"
"55","Cs XXXIX","+38","Cesium","179140","50"
"55","Cs XL","+39","Cesium","176370","50"
"55","Cs XLI","+40","Cesium","173520","50"
"55","Cs XLII","+41","Cesium","170570","40"
"55","Cs XLIII","+42","Cesium","167450","40"
"55","Cs XLIV","+43","Cesium","164240","40"
"55","Cs XLV","+44","Cesium","160840","30"
"55","Cs XLVI","+45","Cesium","157360","30"
"55","Cs XLVII","+46","Cesium","149370","22"
"55","Cs XLVIII","+47","Cesium","141146","19"
"55","Cs XLIX","+48","Cesium","132662","15"
"55","Cs L","+49","Cesium","123936","11"
"55","Cs LI","+50","Cesium","114586","7"
"55","Cs LII","+51","Cesium","104958","4"
"55","Cs LIII","+52","Cesium","94983.00","0.06"
"55","Cs LIV","+53","Cesium","84774.22","0.04"
"55","Cs LV","+54","Cesium","42913.144","0.020"
"56","Ba I","0","Barium","221100","160"
"56","Ba II","+1","Barium","221100","160"
"56","Ba III","+2","Barium","221090","160"
"56","Ba IV","+3","Barium","221050","160"
"56","Ba V","+4","Barium","221000","160"
"56","Ba VI","+5","Barium","220940","160"
"56","Ba VII","+6","Barium","220880","160"
"56","Ba VIII","+7","Barium","220790","150"
"56","Ba IX","+8","Barium","220690","150"
"56","Ba X","+9","Barium","220560","150"
"56","Ba XI","+10","Barium","220410","150"
"56","Ba XII","+11","Barium","220170","150"
"56","Ba XIII","+12","Barium","219900","150"
"56","Ba XIV","+13","Barium","219600","150"
"56","Ba XV","+14","Barium","219280","140"
"56","Ba XVI","+15","Barium","218930","140"
"56","Ba XVII","+16","Barium","218530","140"
"56","Ba XVIII","+17","Barium","218110","140"
"56","Ba XIX","+18","Barium","217650","140"
"56","Ba XX","+19","Barium","217170","120"
"56","Ba XXI","+20","Barium","216650","120"
"56","Ba XXII","+21","Barium","216010","120"
"56","Ba XXIII","+22","Barium","215320","110"
"56","Ba XXIV","+23","Barium","214600","110"
"56","Ba XXV","+24","Barium","213860","110"
"56","Ba XXVI","+25","Barium","213050","110"
"56","Ba XXVII","+26","Barium","212200","100"
"56","Ba XXVIII","+27","Barium","211270","100"
"56","Ba XXIX","+28","Barium","210290","100"
"56","Ba XXX","+29","Barium","208590","100"
"56","Ba XXXI","+30","Barium","206820","90"
"56","Ba XXXII","+31","Barium","204960","90"
"56","Ba XXXIII","+32","Barium","203000","90"
"56","Ba XXXIV","+33","Barium","200950","70"
"56","Ba XXXV","+34","Barium","198810","70"
"56","Ba XXXVI","+35","Barium","196550","70"
"56","Ba XXXVII","+36","Barium","194210","60"
"56","Ba XXXVIII","+37","Barium","191750","60"
"56","Ba XXXIX","+38","Barium","189200","60"
"56","Ba XL","+39","Barium","186390","50"
"56","Ba XLI","+40","Barium","183480","50"
"56","Ba XLII","+41","Barium","180500","50"
"56","Ba XLIII","+42","Barium","177420","40"
"56","Ba XLIV","+43","Barium","174150","40"
"56","Ba XLV","+44","Barium","170790","40"
"56","Ba XLVI","+45","Barium","167240","30"
"56","Ba XLVII","+46","Barium","163600","30"
"56","Ba XLVIII","+47","Barium","155274","22"
"56","Ba XLIX","+48","Barium","146709","19"
"56","Ba L","+49","Barium","137878","15"
"56","Ba LI","+50","Barium","128801","11"
"56","Ba LII","+51","Barium","119062","7"
"56","Ba LIII","+52","Barium","109039","4"
"56","Ba LIV","+53","Barium","98663.43","0.06"
"56","Ba LV","+54","Barium","88047.01","0.05"
"56","Ba LVI","+55","Barium","44561.633","0.024"
"57","La I","0","Lanthanum","230820","160"
"57","La II","+1","Lanthanum","230820","160"
"57","La III","+2","Lanthanum","230810","160"
"57","La IV","+3","Lanthanum","230780","160"
"57","La V","+4","Lanthanum","230730","160"
"57","La VI","+5","Lanthanum","230670","160"
"57","La VII","+6","Lanthanum","230600","160"
"57","La VIII","+7","Lanthanum","230510","160"
"57","La IX","+8","Lanthanum","230410","160"
"57","La X","+9","Lanthanum","230290","150"
"57","La XI","+10","Lanthanum","230140","150"
"57","La XII","+11","Lanthanum","229970","150"
"57","La XIII","+12","Lanthanum","229690","150"
"57","La XIV","+13","Lanthanum","229400","150"
"57","La XV","+14","Lanthanum","229060","150"
"57","La XVI","+15","Lanthanum","228700","150"
"57","La XVII","+16","Lanthanum","228300","140"
"57","La XVIII","+17","Lanthanum","227870","140"
"57","La XIX","+18","Lanthanum","227410","140"
"57","La XX","+19","Lanthanum","226920","140"
"57","La XXI","+20","Lanthanum","226380","120"
"57","La XXII","+21","Lanthanum","225810","120"
"57","La XXIII","+22","Lanthanum","225120","120"
"57","La XXIV","+23","Lanthanum","224390","120"
"57","La XXV","+24","Lanthanum","223620","110"
"57","La XXVI","+25","Lanthanum","222810","110"
"57","La XXVII","+26","Lanthanum","221940","110"
"57","La XXVIII","+27","Lanthanum","221040","100"
"57","La XXIX","+28","Lanthanum","220050","100"
"57","La XXX","+29","Lanthanum","219010","100"
"57","La XXXI","+30","Lanthanum","217210","100"
"57","La XXXII","+31","Lanthanum","215320","90"
"57","La XXXIII","+32","Lanthanum","213350","90"
"57","La XXXIV","+33","Lanthanum","211280","90"
"57","La XXXV","+34","Lanthanum","209110","70"
"57","La XXXVI","+35","Lanthanum","206860","70"
"57","La XXXVII","+36","Lanthanum","204470","70"
"57","La XXXVIII","+37","Lanthanum","202010","60"
"57","La XXXIX","+38","Lanthanum","199430","60"
"57","La XL","+39","Lanthanum","196750","60"
"57","La XLI","+40","Lanthanum","193800","50"
"57","La XLII","+41","Lanthanum","190770","50"
"57","La XLIII","+42","Lanthanum","187640","50"
"57","La XLIV","+43","Lanthanum","184410","40"
"57","La XLV","+44","Lanthanum","180990","40"
"57","La XLVI","+45","Lanthanum","177480","40"
"57","La XLVII","+46","Lanthanum","173780","40"
"57","La XLVIII","+47","Lanthanum","169980","30"
"57","La XLIX","+48","Lanthanum","161310","24"
"57","La L","+49","Lanthanum","152396","20"
"57","La LI","+50","Lanthanum","143212","16"
"57","La LII","+51","Lanthanum","133775","12"
"57","La LIII","+52","Lanthanum","123640","9"
"57","La LIV","+53","Lanthanum","113214","5"
"57","La LV","+54","Lanthanum","102424.16","0.07"
"57","La LVI","+55","Lanthanum","91390.76","0.05"
"57","La LVII","+56","Lanthanum","46245.77","0.03"
"58","Ce I","0","Cerium","240800","170"
"58","Ce II","+1","Cerium","240800","170"
"58","Ce III","+2","Cerium","240790","170"
"58","Ce IV","+3","Cerium","240760","170"
"58","Ce V","+4","Cerium","240730","170"
"58","Ce VI","+5","Cerium","240670","170"
"58","Ce VII","+6","Cerium","240590","170"
"58","Ce VIII","+7","Cerium","240490","160"
"58","Ce IX","+8","Cerium","240390","160"
"58","Ce X","+9","Cerium","240270","160"
"58","Ce XI","+10","Cerium","240120","160"
"58","Ce XII","+11","Cerium","239960","160"
"58","Ce XIII","+12","Cerium","239760","160"
"58","Ce XIV","+13","Cerium","239450","150"
"58","Ce XV","+14","Cerium","239100","150"
"58","Ce XVI","+15","Cerium","238740","150"
"58","Ce XVII","+16","Cerium","238330","150"
"58","Ce XVIII","+17","Cerium","237900","150"
"58","Ce XIX","+18","Cerium","237430","140"
"58","Ce XX","+19","Cerium","236920","140"
"58","Ce XXI","+20","Cerium","236380","140"
"58","Ce XXII","+21","Cerium","235790","140"
"58","Ce XXIII","+22","Cerium","235190","120"
"58","Ce XXIV","+23","Cerium","234440","120"
"58","Ce XXV","+24","Cerium","233650","120"
"58","Ce XXVI","+25","Cerium","232830","110"
"58","Ce XXVII","+26","Cerium","231960","110"
"58","Ce XXVIII","+27","Cerium","231040","110"
"58","Ce XXIX","+28","Cerium","230080","100"
"58","Ce XXX","+29","Cerium","229010","100"
"58","Ce XXXI","+30","Cerium","227910","100"
"58","Ce XXXII","+31","Cerium","226000","100"
"58","Ce XXXIII","+32","Cerium","224010","100"
"58","Ce XXXIV","+33","Cerium","221920","90"
"58","Ce XXXV","+34","Cerium","219740","90"
"58","Ce XXXVI","+35","Cerium","217460","70"
"58","Ce XXXVII","+36","Cerium","215080","70"
"58","Ce XXXVIII","+37","Cerium","212580","70"
"58","Ce XXXIX","+38","Cerium","209980","60"
"58","Ce XL","+39","Cerium","207280","60"
"58","Ce XLI","+40","Cerium","204460","60"
"58","Ce XLII","+41","Cerium","201390","50"
"58","Ce XLIII","+42","Cerium","198200","50"
"58","Ce XLIV","+43","Cerium","194930","50"
"58","Ce XLV","+44","Cerium","191570","50"
"58","Ce XLVI","+45","Cerium","188000","40"
"58","Ce XLVII","+46","Cerium","184330","40"
"58","Ce XLVIII","+47","Cerium","180460","40"
"58","Ce XLIX","+48","Cerium","176500","30"
"58","Ce L","+49","Cerium","167475","25"
"58","Ce LI","+50","Cerium","158206","21"
"58","Ce LII","+51","Cerium","148661","17"
"58","Ce LIII","+52","Cerium","138859","14"
"58","Ce LIV","+53","Cerium","128316","10"
"58","Ce LV","+54","Cerium","117476","5"
"58","Ce LVI","+55","Cerium","106266.05","0.09"
"58","Ce LVII","+56","Cerium","94806.20","0.06"
"58","Ce LVIII","+57","Cerium","47965.89","0.03"
"59","Pr I","0","Praseodymium","251060","160"
"59","Pr II","+1","Praseodymium","251060","160"
"59","Pr III","+2","Praseodymium","251040","160"
"59","Pr IV","+3","Praseodymium","251020","160"
"59","Pr V","+4","Praseodymium","250980","160"
"59","Pr VI","+5","Praseodymium","250930","160"
"59","Pr VII","+6","Praseodymium","250840","160"
"59","Pr VIII","+7","Praseodymium","250750","160"
"59","Pr IX","+8","Praseodymium","250630","160"
"59","Pr X","+9","Praseodymium","250510","160"
"59","Pr XI","+10","Praseodymium","250360","160"
"59","Pr XII","+11","Praseodymium","250200","160"
"59","Pr XIII","+12","Praseodymium","250000","160"
"59","Pr XIV","+13","Praseodymium","249780","160"
"59","Pr XV","+14","Praseodymium","249430","160"
"59","Pr XVI","+15","Praseodymium","249050","150"
"59","Pr XVII","+16","Praseodymium","248640","150"
"59","Pr XVIII","+17","Praseodymium","248190","150"
"59","Pr XIX","+18","Praseodymium","247720","150"
"59","Pr XX","+19","Praseodymium","247200","150"
"59","Pr XXI","+20","Praseodymium","246640","140"
"59","Pr XXII","+21","Praseodymium","246060","140"
"59","Pr XXIII","+22","Praseodymium","245430","140"
"59","Pr XXIV","+23","Praseodymium","244770","120"
"59","Pr XXV","+24","Praseodymium","243960","120"
"59","Pr XXVI","+25","Praseodymium","243120","120"
"59","Pr XXVII","+26","Praseodymium","242240","110"
"59","Pr XXVIII","+27","Praseodymium","241320","110"
"59","Pr XXIX","+28","Praseodymium","240340","110"
"59","Pr XXX","+29","Praseodymium","239310","110"
"59","Pr XXXI","+30","Praseodymium","238190","100"
"59","Pr XXXII","+31","Praseodymium","237020","100"
"59","Pr XXXIII","+32","Praseodymium","235000","100"
"59","Pr XXXIV","+33","Praseodymium","232890","100"
"59","Pr XXXV","+34","Praseodymium","230680","90"
"59","Pr XXXVI","+35","Praseodymium","228380","90"
"59","Pr XXXVII","+36","Praseodymium","225990","70"
"59","Pr XXXVIII","+37","Praseodymium","223480","70"
"59","Pr XXXIX","+38","Praseodymium","220850","70"
"59","Pr XL","+39","Praseodymium","218130","60"
"59","Pr XLI","+40","Praseodymium","215290","60"
"59","Pr XLII","+41","Praseodymium","212350","60"
"59","Pr XLIII","+42","Praseodymium","209120","60"
"59","Pr XLIV","+43","Praseodymium","205800","50"
"59","Pr XLV","+44","Praseodymium","202380","50"
"59","Pr XLVI","+45","Praseodymium","198870","50"
"59","Pr XLVII","+46","Praseodymium","195140","40"
"59","Pr XLVIII","+47","Praseodymium","191310","40"
"59","Pr XLIX","+48","Praseodymium","187280","40"
"59","Pr L","+49","Praseodymium","183150","30"
"59","Pr LI","+50","Praseodymium","173770","30"
"59","Pr LII","+51","Praseodymium","164140","22"
"59","Pr LIII","+52","Praseodymium","154226","19"
"59","Pr LIV","+53","Praseodymium","144052","15"
"59","Pr LV","+54","Praseodymium","133093","10"
"59","Pr LVI","+55","Praseodymium","121831","5"
"59","Pr LVII","+56","Praseodymium","110190.04","0.09"
"59","Pr LVIII","+57","Praseodymium","98294.15","0.06"
"59","Pr LIX","+58","Praseodymium","49722.44","0.04"
"60","Nd I","0","Neodymium","261580","170"
"60","Nd II","+1","Neodymium","261580","170"
"60","Nd III","+2","Neodymium","261570","170"
"60","Nd IV","+3","Neodymium","261540","170"
"60","Nd V","+4","Neodymium","261510","170"
"60","Nd VI","+5","Neodymium","261450","170"
"60","Nd VII","+6","Neodymium","261360","170"
"60","Nd VIII","+7","Neodymium","261260","170"
"60","Nd IX","+8","Neodymium","261150","170"
"60","Nd X","+9","Neodymium","261010","160"
"60","Nd XI","+10","Neodymium","260860","160"
"60","Nd XII","+11","Neodymium","260690","160"
"60","Nd XIII","+12","Neodymium","260500","160"
"60","Nd XIV","+13","Neodymium","260280","160"
"60","Nd XV","+14","Neodymium","260030","160"
"60","Nd XVI","+15","Neodymium","259650","160"
"60","Nd XVII","+16","Neodymium","259230","160"
"60","Nd XVIII","+17","Neodymium","258770","150"
"60","Nd XIX","+18","Neodymium","258280","150"
"60","Nd XX","+19","Neodymium","257760","150"
"60","Nd XXI","+20","Neodymium","257190","150"
"60","Nd XXII","+21","Neodymium","256600","140"
"60","Nd XXIII","+22","Neodymium","255950","140"
"60","Nd XXIV","+23","Neodymium","255280","140"
"60","Nd XXV","+24","Neodymium","254560","120"
"60","Nd XXVI","+25","Neodymium","253710","120"
"60","Nd XXVII","+26","Neodymium","252820","120"
"60","Nd XXVIII","+27","Neodymium","251870","120"
"60","Nd XXIX","+28","Neodymium","250890","110"
"60","Nd XXX","+29","Neodymium","249840","110"
"60","Nd XXXI","+30","Neodymium","248750","110"
"60","Nd XXXII","+31","Neodymium","247560","100"
"60","Nd XXXIII","+32","Neodymium","246320","100"
"60","Nd XXXIV","+33","Neodymium","244190","100"
"60","Nd XXXV","+34","Neodymium","241970","100"
"60","Nd XXXVI","+35","Neodymium","239650","90"
"60","Nd XXXVII","+36","Neodymium","237220","90"
"60","Nd XXXVIII","+37","Neodymium","234690","70"
"60","Nd XXXIX","+38","Neodymium","232070","70"
"60","Nd XL","+39","Neodymium","229310","70"
"60","Nd XLI","+40","Neodymium","226440","70"
"60","Nd XLII","+41","Neodymium","223470","60"
"60","Nd XLIII","+42","Neodymium","220390","60"
"60","Nd XLIV","+43","Neodymium","217020","60"
"60","Nd XLV","+44","Neodymium","213560","50"
"60","Nd XLVI","+45","Neodymium","209990","50"
"60","Nd XLVII","+46","Neodymium","206330","50"
"60","Nd XLVIII","+47","Neodymium","202440","40"
"60","Nd XLIX","+48","Neodymium","198450","40"
"60","Nd L","+49","Neodymium","194250","40"
"60","Nd LI","+50","Neodymium","189940","40"
"60","Nd LII","+51","Neodymium","180200","30"
"60","Nd LIII","+52","Neodymium","170201","24"
"60","Nd LIV","+53","Neodymium","159912","20"
"60","Nd LV","+54","Neodymium","149358","15"
"60","Nd LVI","+55","Neodymium","137973","10"
"60","Nd LVII","+56","Neodymium","126279","5"
"60","Nd LVIII","+57","Neodymium","114197.03","0.10"
"60","Nd LIX","+58","Neodymium","101855.37","0.07"
"60","Nd LX","+59","Neodymium","51515.78","0.04"
"61","Pm I","0","Promethium","272380","190"
"61","Pm II","+1","Promethium","272370","190"
"61","Pm III","+2","Promethium","272360","190"
"61","Pm IV","+3","Promethium","272340","190"
"61","Pm V","+4","Promethium","272290","190"
"61","Pm VI","+5","Promethium","272230","190"
"61","Pm VII","+6","Promethium","272150","170"
"61","Pm VIII","+7","Promethium","272050","170"
"61","Pm IX","+8","Promethium","271930","170"
"61","Pm X","+9","Promethium","271800","170"
"61","Pm XI","+10","Promethium","271640","170"
"61","Pm XII","+11","Promethium","271460","170"
"61","Pm XIII","+12","Promethium","271270","170"
"61","Pm XIV","+13","Promethium","271030","170"
"61","Pm XV","+14","Promethium","270780","170"
"61","Pm XVI","+15","Promethium","270520","160"
"61","Pm XVII","+16","Promethium","270090","160"
"61","Pm XVIII","+17","Promethium","269630","160"
"61","Pm XIX","+18","Promethium","269130","160"
"61","Pm XX","+19","Promethium","268600","150"
"61","Pm XXI","+20","Promethium","268030","150"
"61","Pm XXII","+21","Promethium","267420","150"
"61","Pm XXIII","+22","Promethium","266760","150"
"61","Pm XXIV","+23","Promethium","266080","140"
"61","Pm XXV","+24","Promethium","265350","140"
"61","Pm XXVI","+25","Promethium","264580","140"
"61","Pm XXVII","+26","Promethium","263660","120"
"61","Pm XXVIII","+27","Promethium","262710","120"
"61","Pm XXIX","+28","Promethium","261710","120"
"61","Pm XXX","+29","Promethium","260680","110"
"61","Pm XXXI","+30","Promethium","259560","110"
"61","Pm XXXII","+31","Promethium","258400","110"
"61","Pm XXXIII","+32","Promethium","257140","110"
"61","Pm XXXIV","+33","Promethium","255830","110"
"61","Pm XXXV","+34","Promethium","253580","100"
"61","Pm XXXVI","+35","Promethium","251230","100"
"61","Pm XXXVII","+36","Promethium","248790","90"
"61","Pm XXXVIII","+37","Promethium","246250","90"
"61","Pm XXXIX","+38","Promethium","243590","90"
"61","Pm XL","+39","Promethium","240840","70"
"61","Pm XLI","+40","Promethium","237940","70"
"61","Pm XLII","+41","Promethium","234950","70"
"61","Pm XLIII","+42","Promethium","231840","60"
"61","Pm XLIV","+43","Promethium","228610","60"
"61","Pm XLV","+44","Promethium","225090","60"
"61","Pm XLVI","+45","Promethium","221490","60"
"61","Pm XLVII","+46","Promethium","217770","50"
"61","Pm XLVIII","+47","Promethium","213950","50"
"61","Pm XLIX","+48","Promethium","209890","50"
"61","Pm L","+49","Promethium","205730","40"
"61","Pm LI","+50","Promethium","201360","40"
"61","Pm LII","+51","Promethium","196870","40"
"61","Pm LIII","+52","Promethium","186770","30"
"61","Pm LIV","+53","Promethium","176390","30"
"61","Pm LV","+54","Promethium","165717","21"
"61","Pm LVI","+55","Promethium","154774","16"
"61","Pm LVII","+56","Promethium","142956","11"
"61","Pm LVIII","+57","Promethium","130819","6"
"61","Pm LIX","+58","Promethium","118287.87","0.17"
"61","Pm LX","+59","Promethium","105490.60","0.15"
"61","Pm LXI","+60","Promethium","53346.31","0.14"
"62","Sm I","0","Samarium","283450","190"
"62","Sm II","+1","Samarium","283450","190"
"62","Sm III","+2","Samarium","283440","190"
"62","Sm IV","+3","Samarium","283420","190"
"62","Sm V","+4","Samarium","283380","190"
"62","Sm VI","+5","Samarium","283320","190"
"62","Sm VII","+6","Samarium","283230","190"
"62","Sm VIII","+7","Samarium","283120","190"
"62","Sm IX","+8","Samarium","283010","190"
"62","Sm X","+9","Samarium","282860","190"
"62","Sm XI","+10","Samarium","282710","170"
"62","Sm XII","+11","Samarium","282520","170"
"62","Sm XIII","+12","Samarium","282310","170"
"62","Sm XIV","+13","Samarium","282080","170"
"62","Sm XV","+14","Samarium","281820","170"
"62","Sm XVI","+15","Samarium","281540","170"
"62","Sm XVII","+16","Samarium","281230","170"
"62","Sm XVIII","+17","Samarium","280760","160"
"62","Sm XIX","+18","Samarium","280250","160"
"62","Sm XX","+19","Samarium","279720","160"
"62","Sm XXI","+20","Samarium","279140","160"
"62","Sm XXII","+21","Samarium","278520","150"
"62","Sm XXIII","+22","Samarium","277860","150"
"62","Sm XXIV","+23","Samarium","277150","150"
"62","Sm XXV","+24","Samarium","276410","140"
"62","Sm XXVI","+25","Samarium","275630","140"
"62","Sm XXVII","+26","Samarium","274810","140"
"62","Sm XXVIII","+27","Samarium","273830","120"
"62","Sm XXIX","+28","Samarium","272810","120"
"62","Sm XXX","+29","Samarium","271760","120"
"62","Sm XXXI","+30","Samarium","270660","120"
"62","Sm XXXII","+31","Samarium","269480","110"
"62","Sm XXXIII","+32","Samarium","268250","110"
"62","Sm XXXIV","+33","Samarium","266930","110"
"62","Sm XXXV","+34","Samarium","265540","110"
"62","Sm XXXVI","+35","Samarium","263170","100"
"62","Sm XXXVII","+36","Samarium","260700","100"
"62","Sm XXXVIII","+37","Samarium","258140","90"
"62","Sm XXXIX","+38","Samarium","255460","90"
"62","Sm XL","+39","Samarium","252680","90"
"62","Sm XLI","+40","Samarium","249790","90"
"62","Sm XLII","+41","Samarium","246750","70"
"62","Sm XLIII","+42","Samarium","243620","70"
"62","Sm XLIV","+43","Samarium","240370","70"
"62","Sm XLV","+44","Samarium","237010","60"
"62","Sm XLVI","+45","Samarium","233340","60"
"62","Sm XLVII","+46","Samarium","229570","60"
"62","Sm XLVIII","+47","Samarium","225700","50"
"62","Sm XLIX","+48","Samarium","221730","50"
"62","Sm L","+49","Samarium","217510","50"
"62","Sm LI","+50","Samarium","213170","50"
"62","Sm LII","+51","Samarium","208620","40"
"62","Sm LIII","+52","Samarium","203970","40"
"62","Sm LIV","+53","Samarium","193460","40"
"62","Sm LV","+54","Samarium","182700","30"
"62","Sm LVI","+55","Samarium","171644","22"
"62","Sm LVII","+56","Samarium","160308","17"
"62","Sm LVIII","+57","Samarium","148043","12"
"62","Sm LIX","+58","Samarium","135455","6"
"62","Sm LX","+59","Samarium","122463.27","0.12"
"62","Sm LXI","+60","Samarium","109200.42","0.09"
"62","Sm LXII","+61","Samarium","55214.30","0.05"
"63","Eu I","0","Europium","294810","200"
"63","Eu II","+1","Europium","294800","200"
"63","Eu III","+2","Europium","294780","200"
"63","Eu IV","+3","Europium","294760","200"
"63","Eu V","+4","Europium","294720","200"
"63","Eu VI","+5","Europium","294660","200"
"63","Eu VII","+6","Europium","294560","200"
"63","Eu VIII","+7","Europium","294460","200"
"63","Eu IX","+8","Europium","294340","200"
"63","Eu X","+9","Europium","294200","190"
"63","Eu XI","+10","Europium","294040","190"
"63","Eu XII","+11","Europium","293850","190"
"63","Eu XIII","+12","Europium","293640","190"
"63","Eu XIV","+13","Europium","293400","170"
"63","Eu XV","+14","Europium","293140","170"
"63","Eu XVI","+15","Europium","292850","170"
"63","Eu XVII","+16","Europium","292540","170"
"63","Eu XVIII","+17","Europium","292190","170"
"63","Eu XIX","+18","Europium","291690","170"
"63","Eu XX","+19","Europium","291130","160"
"63","Eu XXI","+20","Europium","290530","160"
"63","Eu XXII","+21","Europium","289910","160"
"63","Eu XXIII","+22","Europium","289240","160"
"63","Eu XXIV","+23","Europium","288540","150"
"63","Eu XXV","+24","Europium","287780","150"
"63","Eu XXVI","+25","Europium","286990","150"
"63","Eu XXVII","+26","Europium","286140","140"
"63","Eu XXVIII","+27","Europium","285260","140"
"63","Eu XXIX","+28","Europium","284220","140"
"63","Eu XXX","+29","Europium","283160","120"
"63","Eu XXXI","+30","Europium","282030","120"
"63","Eu XXXII","+31","Europium","280860","120"
"63","Eu XXXIII","+32","Europium","279610","120"
"63","Eu XXXIV","+33","Europium","278310","110"
"63","Eu XXXV","+34","Europium","276910","110"
"63","Eu XXXVI","+35","Europium","275460","110"
"63","Eu XXXVII","+36","Europium","272950","100"
"63","Eu XXXVIII","+37","Europium","270360","100"
"63","Eu XXXIX","+38","Europium","267670","100"
"63","Eu XL","+39","Europium","264860","90"
"63","Eu XLI","+40","Europium","261940","90"
"63","Eu XLII","+41","Europium","258930","90"
"63","Eu XLIII","+42","Europium","255750","90"
"63","Eu XLIV","+43","Europium","252480","70"
"63","Eu XLV","+44","Europium","249080","70"
"63","Eu XLVI","+45","Europium","245580","70"
"63","Eu XLVII","+46","Europium","241740","60"
"63","Eu XLVIII","+47","Europium","237830","60"
"63","Eu XLIX","+48","Europium","233800","60"
"63","Eu L","+49","Europium","229670","50"
"63","Eu LI","+50","Europium","225270","50"
"63","Eu LII","+51","Europium","220750","50"
"63","Eu LIII","+52","Europium","216020","50"
"63","Eu LIV","+53","Europium","211180","40"
"63","Eu LV","+54","Europium","200310","40"
"63","Eu LVI","+55","Europium","189150","30"
"63","Eu LVII","+56","Europium","177694","25"
"63","Eu LVIII","+57","Europium","165955","20"
"63","Eu LIX","+58","Europium","153237","14"
"63","Eu LX","+59","Europium","140188","7"
"63","Eu LXI","+60","Europium","126725.14","0.12"
"63","Eu LXII","+61","Europium","112986.56","0.09"
"63","Eu LXIII","+62","Europium","57120.64","0.05"
"64","Gd I","0","Gadolinium","306410","220"
"64","Gd II","+1","Gadolinium","306410","220"
"64","Gd III","+2","Gadolinium","306400","220"
"64","Gd IV","+3","Gadolinium","306380","220"
"64","Gd V","+4","Gadolinium","306340","220"
"64","Gd VI","+5","Gadolinium","306280","220"
"64","Gd VII","+6","Gadolinium","306180","210"
"64","Gd VIII","+7","Gadolinium","306080","210"
"64","Gd IX","+8","Gadolinium","305960","210"
"64","Gd X","+9","Gadolinium","305810","210"
"64","Gd XI","+10","Gadolinium","305650","200"
"64","Gd XII","+11","Gadolinium","305460","200"
"64","Gd XIII","+12","Gadolinium","305250","200"
"64","Gd XIV","+13","Gadolinium","305000","190"
"64","Gd XV","+14","Gadolinium","304740","190"
"64","Gd XVI","+15","Gadolinium","304440","190"
"64","Gd XVII","+16","Gadolinium","304130","190"
"64","Gd XVIII","+17","Gadolinium","303770","170"
"64","Gd XIX","+18","Gadolinium","303390","170"
"64","Gd XX","+19","Gadolinium","302830","170"
"64","Gd XXI","+20","Gadolinium","302220","170"
"64","Gd XXII","+21","Gadolinium","301590","170"
"64","Gd XXIII","+22","Gadolinium","300910","160"
"64","Gd XXIV","+23","Gadolinium","300190","160"
"64","Gd XXV","+24","Gadolinium","299430","160"
"64","Gd XXVI","+25","Gadolinium","298620","150"
"64","Gd XXVII","+26","Gadolinium","297770","150"
"64","Gd XXVIII","+27","Gadolinium","296870","150"
"64","Gd XXIX","+28","Gadolinium","295940","150"
"64","Gd XXX","+29","Gadolinium","294830","140"
"64","Gd XXXI","+30","Gadolinium","293690","140"
