0.5,-0.4850875192
0.55,-0.6210839933
0.6,-0.7277930198
0.65,-0.8123438825
0.7,-0.8798167947
0.75,-0.9339223382
0.8,-0.9774275282
0.85,-1.012432864
0.9,-1.040557885
0.95,-1.063068331
1,-1.08096507
1.05,-1.095047595
1.1,-1.105960319
1.15,-1.114226953
1.2,-1.120276377
1.25,-1.124462279
1.3,-1.127078174
1.35,-1.12836897
1.4,-1.128539983
1.45,-1.127764042
1.5,-1.126187176
1.55,-1.123933201
1.6,-1.121107462
1.65,-1.117799901
1.7,-1.114087553
1.75,-1.110036599
1.8,-1.105704043
1.85,-1.101139087
1.9,-1.096384268
1.95,-1.091476401
2,-1.086447373
2.05,-1.081324806
2.1,-1.07613264
2.15,-1.070892096
2.2,-1.065620198
2.25,-1.060333003
2.3,-1.055044022
2.35,-1.049764962
2.4,-1.044505973
2.45,-1.039275849
2.5,-1.034082196
2.55,-1.028931589
2.6,-1.023829691
2.65,-1.018781368
2.7,-1.013790774
2.75,-1.008861439
2.8,-1.003996333
2.85,-0.9991979298
2.9,-0.9944682603
2.95,-0.9898089626
3,-0.9852213248
3.05,-0.9807063252
3.1,-0.9762646685
3.15,-0.9718968183
3.2,-0.9676025324
3.25,-0.9633828695
3.3,-0.9592372411
3.35,-0.9551654154
3.4,-0.9511670399
3.45,-0.9472416586
3.5,-0.9433887261
3.55,-0.9396076207
3.6,-0.9358976553
3.65,-0.9322580869
3.7,-0.928688125
3.75,-0.9251869383
3.8,-0.921753661
3.85,-0.9183873979
3.9,-0.9150872284
3.95,-0.9118522109
4,-0.9086813857
4.05,-0.905573778
4.1,-0.9025284005
4.15,-0.8995442557
4.2,-0.8966203383
4.25,-0.8937556368
4.3,-0.8909491358
4.35,-0.8881998177
4.4,-0.885506664
4.45,-0.8828686575
4.5,-0.8802847836
4.55,-0.8777540313
4.6,-0.8752753953
4.65,-0.8728478766
4.7,-0.8704704838
4.75,-0.8681422346
4.8,-0.865862156
4.85,-0.8636292857
4.9,-0.8614426729
4.95,-0.8593013788
5,-0.8572044771
5.05,-0.8551510549
5.1,-0.853140213
5.15,-0.8511710659
5.2,-0.8492427428
5.25,-0.8473543873
5.3,-0.8455051578
5.35,-0.8436942278
5.4,-0.8419207853
5.45,-0.8401840336
5.5,-0.8384831909
5.55,-0.8368174902
5.6,-0.8351861791
5.65,-0.83358852
5.7,-0.8320237897
5.75,-0.8304912792
5.8,-0.8289902935
5.85,-0.8275201517
5.9,-0.8260801861
5.95,-0.8246697425
6,-0.8232881801
6.05,-0.8219348705
6.1,-0.8206091984
6.15,-0.8193105606
6.2,-0.8180383662
6.25,-0.8167920363
6.3,-0.8155710035
6.35,-0.8143747121
6.4,-0.8132026176
6.45,-0.8120541866
6.5,-0.8109288966
6.55,-0.8098262356
6.6,-0.8087457023
6.65,-0.8076868055
6.7,-0.8066490642
6.75,-0.8056320071
6.8,-0.8046351731
6.85,-0.8036581101
6.9,-0.8027003758
6.95,-0.801761537
