0.5,-0.4685455744
0.55,-0.6082249169
0.6,-0.7179861492
0.65,-0.8050533713
0.7,-0.8745928953
0.75,-0.930388589
0.8,-0.9752691011
0.85,-1.01138725
0.9,-1.040407281
0.95,-1.063633066
1,-1.0820977
1.05,-1.096627584
1.1,-1.107888884
1.15,-1.116424044
1.2,-1.122675874
1.25,-1.127009435
1.3,-1.129727284
1.35,-1.131081631
1.4,-1.131283824
1.45,-1.130511792
1.5,-1.128915931
1.55,-1.126623792
1.6,-1.123743848
1.65,-1.120368566
1.7,-1.116576919
1.75,-1.112436471
1.8,-1.108005126
1.85,-1.10333259
1.9,-1.098461613
1.95,-1.093429041
2,-1.088266702
2.05,-1.083002168
2.1,-1.077659384
2.15,-1.072259211
2.2,-1.066819869
2.25,-1.061357311
2.3,-1.055885528
2.35,-1.050416401
2.4,-1.044961523
2.45,-1.039529912
2.5,-1.034129802
2.55,-1.02876834
2.6,-1.023451689
2.65,-1.018185112
2.7,-1.012973063
2.75,-1.007819261
2.8,-1.002726769
2.85,-0.9976980682
2.9,-0.9927351275
2.95,-0.9878394739
3,-0.9830122541
3.05,-0.9782542918
3.1,-0.9735661402
3.15,-0.968948127
3.2,-0.9644003943
3.25,-0.9599229316
3.3,-0.955515604
3.35,-0.951178175
3.4,-0.946910325
3.45,-0.9427116661
3.5,-0.9385817538
3.55,-0.9345200961
3.6,-0.9305261603
3.65,-0.9265993789
3.7,-0.9227391536
3.75,-0.9189448586
3.8,-0.9152158437
3.85,-0.9115514364
3.9,-0.9079509443
3.95,-0.904413657
4,-0.9009388481
4.05,-0.8975257774
4.1,-0.8941736925
4.15,-0.890881414
4.2,-0.8876490091
4.25,-0.8844752819
4.3,-0.8813594529
4.35,-0.8783007407
4.4,-0.875298364
4.45,-0.8723515435
4.5,-0.869459503
4.55,-0.8666214714
4.6,-0.8638366836
4.65,-0.8611043817
4.7,-0.8584238162
4.75,-0.8557942461
4.8,-0.85321494
4.85,-0.8506851763
4.9,-0.8482042431
4.95,-0.845771439
5,-0.8433860722
5.05,-0.8410474611
5.1,-0.8387549334
5.15,-0.8365078263
5.2,-0.8343054858
5.25,-0.8321472662
5.3,-0.8300325301
5.35,-0.8279606471
5.4,-0.8259309941
5.45,-0.8239429542
5.5,-0.8219959164
5.55,-0.8200892752
5.6,-0.8182224298
5.65,-0.816394784
5.7,-0.8146057456
5.75,-0.8128547258
5.8,-0.8111411391
5.85,-0.8094644029
5.9,-0.8078239371
5.95,-0.806219164
6,-0.8046495079
6.05,-0.8031143948
6.1,-0.8016132528
6.15,-0.8001455112
6.2,-0.7987106013
6.25,-0.7973079554
6.3,-0.7959370077
6.35,-0.7945971938
6.4,-0.7932879506
6.45,-0.7920087171
6.5,-0.7907589338
6.55,-0.7895380432
6.6,-0.7883454896
6.65,-0.78718072
6.7,-0.7860431834
6.75,-0.7849323317
6.8,-0.7838476194
6.85,-0.7827885044
6.9,-0.7817544477
6.95,-0.7807449139
